t_beep,event,type,onset_event,onset_time,hold_event,hold_time
1763249751.111333,BEEP_SLOUCH,normal_slouch,SLOUCH_START,1763249751.061333,SLOUCHED_HOLD_START,1763249752.011333
1763249755.611333,BEEP_RECOVER,normal_slouch,RECOVERY_START,1763249755.561333,UPRIGHT_HOLD_START,1763249756.511333
1763249764.882333,BEEP_SLOUCH,fast_slouch,SLOUCH_START,1763249764.832333,SLOUCHED_HOLD_START,1763249765.782333
1763249769.382333,BEEP_RECOVER,fast_slouch,RECOVERY_START,1763249769.332333,UPRIGHT_HOLD_START,1763249770.282333
1763249780.382333,BEEP_SLOUCH,micro_slouch,SLOUCH_START,1763249780.332333,SLOUCHED_HOLD_START,1763249781.282333
1763249784.882333,BEEP_RECOVER,micro_slouch,RECOVERY_START,1763249784.832333,UPRIGHT_HOLD_START,1763249785.782333
1763249795.278333,BEEP_SLOUCH,lateral_left,NOSLOUCH_START,1763249795.228333,NOSLOUCHED_HOLD_START,1763249796.178333
1763249799.778333,BEEP_RECOVER,lateral_left,RECOVERY_START,1763249799.728333,UPRIGHT_HOLD_START,1763249800.678333
1763249811.305333,BEEP_SLOUCH,lateral_right,NOSLOUCH_START,1763249811.255333,NOSLOUCHED_HOLD_START,1763249812.205333
1763249815.805333,BEEP_RECOVER,lateral_right,RECOVERY_START,1763249815.755333,UPRIGHT_HOLD_START,1763249816.705333
1763249826.185333,BEEP_SLOUCH,neck_only,SLOUCH_START,1763249826.135333,SLOUCHED_HOLD_START,1763249827.085333
1763249830.685333,BEEP_RECOVER,neck_only,RECOVERY_START,1763249830.635333,UPRIGHT_HOLD_START,1763249831.585333
1763249841.616333,BEEP_SLOUCH,reach_left,NOSLOUCH_START,1763249841.566333,NOSLOUCHED_HOLD_START,1763249842.516333
1763249846.116333,BEEP_RECOVER,reach_left,RECOVERY_START,1763249846.066333,UPRIGHT_HOLD_START,1763249847.016333
1763249855.006333,BEEP_SLOUCH,reach_right,NOSLOUCH_START,1763249854.956333,NOSLOUCHED_HOLD_START,1763249855.906333
1763249859.506333,BEEP_RECOVER,reach_right,RECOVERY_START,1763249859.456333,UPRIGHT_HOLD_START,1763249860.406333
1763249870.676333,BEEP_SLOUCH,normal_slouch,SLOUCH_START,1763249870.626333,SLOUCHED_HOLD_START,1763249871.576333
1763249875.176333,BEEP_RECOVER,normal_slouch,RECOVERY_START,1763249875.126333,UPRIGHT_HOLD_START,1763249876.076333
1763249884.892333,BEEP_SLOUCH,fast_slouch,SLOUCH_START,1763249884.842333,SLOUCHED_HOLD_START,1763249885.792333
1763249889.392333,BEEP_RECOVER,fast_slouch,RECOVERY_START,1763249889.342333,UPRIGHT_HOLD_START,1763249890.292333
1763249900.269333,BEEP_SLOUCH,micro_slouch,SLOUCH_START,1763249900.219333,SLOUCHED_HOLD_START,1763249901.169333
1763249904.769333,BEEP_RECOVER,micro_slouch,RECOVERY_START,1763249904.719333,UPRIGHT_HOLD_START,1763249905.669333
1763249915.843333,BEEP_SLOUCH,lateral_left,NOSLOUCH_START,1763249915.793333,NOSLOUCHED_HOLD_START,1763249916.743333
1763249920.343333,BEEP_RECOVER,lateral_left,RECOVERY_START,1763249920.293333,UPRIGHT_HOLD_START,1763249921.243333
1763249929.885333,BEEP_SLOUCH,lateral_right,NOSLOUCH_START,1763249929.835333,NOSLOUCHED_HOLD_START,1763249930.785333
1763249934.385333,BEEP_RECOVER,lateral_right,RECOVERY_START,1763249934.335333,UPRIGHT_HOLD_START,1763249935.285333
1763249945.230333,BEEP_SLOUCH,neck_only,SLOUCH_START,1763249945.180333,SLOUCHED_HOLD_START,1763249946.130333
1763249949.730333,BEEP_RECOVER,neck_only,RECOVERY_START,1763249949.680333,UPRIGHT_HOLD_START,1763249950.630333
1763249961.132333,BEEP_SLOUCH,reach_left,NOSLOUCH_START,1763249961.082333,NOSLOUCHED_HOLD_START,1763249962.032333
1763249965.632333,BEEP_RECOVER,reach_left,RECOVERY_START,1763249965.582333,UPRIGHT_HOLD_START,1763249966.532333
1763249975.922333,BEEP_SLOUCH,reach_right,NOSLOUCH_START,1763249975.872333,NOSLOUCHED_HOLD_START,1763249976.822333
1763249980.422333,BEEP_RECOVER,reach_right,RECOVERY_START,1763249980.372333,UPRIGHT_HOLD_START,1763249981.322333
1763249990.273333,BEEP_SLOUCH,normal_slouch,SLOUCH_START,1763249990.223333,SLOUCHED_HOLD_START,1763249991.173333
1763249994.773333,BEEP_RECOVER,normal_slouch,RECOVERY_START,1763249994.723333,UPRIGHT_HOLD_START,1763249995.673333
1763250006.011333,BEEP_SLOUCH,fast_slouch,SLOUCH_START,1763250005.961333,SLOUCHED_HOLD_START,1763250006.911333
1763250010.511333,BEEP_RECOVER,fast_slouch,RECOVERY_START,1763250010.461333,UPRIGHT_HOLD_START,1763250011.411333
1763250021.451333,BEEP_SLOUCH,micro_slouch,SLOUCH_START,1763250021.401333,SLOUCHED_HOLD_START,1763250022.351333
1763250025.951333,BEEP_RECOVER,micro_slouch,RECOVERY_START,1763250025.901333,UPRIGHT_HOLD_START,1763250026.851333
1763250034.845333,BEEP_SLOUCH,lateral_left,NOSLOUCH_START,1763250034.795333,NOSLOUCHED_HOLD_START,1763250035.745333
1763250039.345333,BEEP_RECOVER,lateral_left,RECOVERY_START,1763250039.295333,UPRIGHT_HOLD_START,1763250040.245333
1763250051.444333,BEEP_SLOUCH,lateral_right,NOSLOUCH_START,1763250051.394333,NOSLOUCHED_HOLD_START,1763250052.344333
1763250055.944333,BEEP_RECOVER,lateral_right,RECOVERY_START,1763250055.894333,UPRIGHT_HOLD_START,1763250056.844333
1763250066.228333,BEEP_SLOUCH,neck_only,SLOUCH_START,1763250066.178333,SLOUCHED_HOLD_START,1763250067.128333
1763250070.728333,BEEP_RECOVER,neck_only,RECOVERY_START,1763250070.678333,UPRIGHT_HOLD_START,1763250071.628333
1763250080.513333,BEEP_SLOUCH,reach_left,NOSLOUCH_START,1763250080.463333,NOSLOUCHED_HOLD_START,1763250081.413333
