t_beep,event,type,onset_event,onset_time,hold_event,hold_time
1760171181.472747,BEEP_SLOUCH,normal_slouch,SLOUCH_START,1760171181.422747,SLOUCHED_HOLD_START,1760171182.372747
1760171185.972747,BEEP_RECOVER,normal_slouch,RECOVERY_START,1760171185.922747,UPRIGHT_HOLD_START,1760171186.872747
1760171195.243747,BEEP_SLOUCH,fast_slouch,SLOUCH_START,1760171195.193747,SLOUCHED_HOLD_START,1760171196.143747
1760171199.743747,BEEP_RECOVER,fast_slouch,RECOVERY_START,1760171199.693747,UPRIGHT_HOLD_START,1760171200.643747
1760171210.743747,BEEP_SLOUCH,micro_slouch,SLOUCH_START,1760171210.693747,SLOUCHED_HOLD_START,1760171211.643747
1760171215.243747,BEEP_RECOVER,micro_slouch,RECOVERY_START,1760171215.193747,UPRIGHT_HOLD_START,1760171216.143747
1760171225.639747,BEEP_SLOUCH,lateral_left,NOSLOUCH_START,1760171225.589747,NOSLOUCHED_HOLD_START,1760171226.539747
1760171230.139747,BEEP_RECOVER,lateral_left,RECOVERY_START,1760171230.089747,UPRIGHT_HOLD_START,1760171231.039747
1760171241.666747,BEEP_SLOUCH,lateral_right,NOSLOUCH_START,1760171241.616747,NOSLOUCHED_HOLD_START,1760171242.566747
1760171246.166747,BEEP_RECOVER,lateral_right,RECOVERY_START,1760171246.116747,UPRIGHT_HOLD_START,1760171247.066747
1760171256.546747,BEEP_SLOUCH,neck_only,SLOUCH_START,1760171256.496747,SLOUCHED_HOLD_START,1760171257.446747
1760171261.046747,BEEP_RECOVER,neck_only,RECOVERY_START,1760171260.996747,UPRIGHT_HOLD_START,1760171261.946747
1760171271.977747,BEEP_SLOUCH,reach_left,NOSLOUCH_START,1760171271.927747,NOSLOUCHED_HOLD_START,1760171272.877747
1760171276.477747,BEEP_RECOVER,reach_left,RECOVERY_START,1760171276.427747,UPRIGHT_HOLD_START,1760171277.377747
1760171285.367747,BEEP_SLOUCH,reach_right,NOSLOUCH_START,1760171285.317747,NOSLOUCHED_HOLD_START,1760171286.267747
1760171289.867747,BEEP_RECOVER,reach_right,RECOVERY_START,1760171289.817747,UPRIGHT_HOLD_START,1760171290.767747
1760171301.037747,BEEP_SLOUCH,normal_slouch,SLOUCH_START,1760171300.987747,SLOUCHED_HOLD_START,1760171301.937747
1760171305.537747,BEEP_RECOVER,normal_slouch,RECOVERY_START,1760171305.487747,UPRIGHT_HOLD_START,1760171306.437747
1760171315.253747,BEEP_SLOUCH,fast_slouch,SLOUCH_START,1760171315.203747,SLOUCHED_HOLD_START,1760171316.153747
1760171319.753747,BEEP_RECOVER,fast_slouch,RECOVERY_START,1760171319.703747,UPRIGHT_HOLD_START,1760171320.653747
1760171330.630747,BEEP_SLOUCH,micro_slouch,SLOUCH_START,1760171330.580747,SLOUCHED_HOLD_START,1760171331.530747
1760171335.130747,BEEP_RECOVER,micro_slouch,RECOVERY_START,1760171335.080747,UPRIGHT_HOLD_START,1760171336.030747
1760171346.204747,BEEP_SLOUCH,lateral_left,NOSLOUCH_START,1760171346.154747,NOSLOUCHED_HOLD_START,1760171347.104747
1760171350.704747,BEEP_RECOVER,lateral_left,RECOVERY_START,1760171350.654747,UPRIGHT_HOLD_START,1760171351.604747
1760171360.246747,BEEP_SLOUCH,lateral_right,NOSLOUCH_START,1760171360.196747,NOSLOUCHED_HOLD_START,1760171361.146747
1760171364.746747,BEEP_RECOVER,lateral_right,RECOVERY_START,1760171364.696747,UPRIGHT_HOLD_START,1760171365.646747
1760171375.591747,BEEP_SLOUCH,neck_only,SLOUCH_START,1760171375.541747,SLOUCHED_HOLD_START,1760171376.491747
1760171380.091747,BEEP_RECOVER,neck_only,RECOVERY_START,1760171380.041747,UPRIGHT_HOLD_START,1760171380.991747
1760171391.493747,BEEP_SLOUCH,reach_left,NOSLOUCH_START,1760171391.443747,NOSLOUCHED_HOLD_START,1760171392.393747
1760171395.993747,BEEP_RECOVER,reach_left,RECOVERY_START,1760171395.943747,UPRIGHT_HOLD_START,1760171396.893747
1760171406.283747,BEEP_SLOUCH,reach_right,NOSLOUCH_START,1760171406.233747,NOSLOUCHED_HOLD_START,1760171407.183747
1760171410.783747,BEEP_RECOVER,reach_right,RECOVERY_START,1760171410.733747,UPRIGHT_HOLD_START,1760171411.683747
1760171420.634747,BEEP_SLOUCH,normal_slouch,SLOUCH_START,1760171420.584747,SLOUCHED_HOLD_START,1760171421.534747
1760171425.134747,BEEP_RECOVER,normal_slouch,RECOVERY_START,1760171425.084747,UPRIGHT_HOLD_START,1760171426.034747
1760171436.372747,BEEP_SLOUCH,fast_slouch,SLOUCH_START,1760171436.322747,SLOUCHED_HOLD_START,1760171437.272747
1760171440.872747,BEEP_RECOVER,fast_slouch,RECOVERY_START,1760171440.822747,UPRIGHT_HOLD_START,1760171441.772747
1760171451.812747,BEEP_SLOUCH,micro_slouch,SLOUCH_START,1760171451.762747,SLOUCHED_HOLD_START,1760171452.712747
1760171456.312747,BEEP_RECOVER,micro_slouch,RECOVERY_START,1760171456.262747,UPRIGHT_HOLD_START,1760171457.212747
1760171465.206747,BEEP_SLOUCH,lateral_left,NOSLOUCH_START,1760171465.156747,NOSLOUCHED_HOLD_START,1760171466.106747
1760171469.706747,BEEP_RECOVER,lateral_left,RECOVERY_START,1760171469.656747,UPRIGHT_HOLD_START,1760171470.606747
1760171481.805747,BEEP_SLOUCH,lateral_right,NOSLOUCH_START,1760171481.755747,NOSLOUCHED_HOLD_START,1760171482.705747
