t_sec,event,value,confidence
1760039839.096,SLOUCH_START,type=normal_slouch,2.463
1760039840.604,SLOUCHED_HOLD_START,type=normal_slouch,4.049
1760039843.924,RECOVERY_START,type=normal_slouch,2.486
1760039844.917,UPRIGHT_HOLD_START,type=normal_slouch,6.000
1760039852.764,SLOUCH_START,type=fast_slouch,1.648
1760039854.331,SLOUCHED_HOLD_START,type=fast_slouch,2.644
1760039857.516,RECOVERY_START,type=fast_slouch,2.234
1760039858.708,UPRIGHT_HOLD_START,type=fast_slouch,6.000
1760039867.942,SLOUCH_START,type=micro_slouch,1.426
1760039869.062,SLOUCHED_HOLD_START,type=micro_slouch,2.497
1760039873.059,RECOVERY_START,type=micro_slouch,2.609
1760039874.107,UPRIGHT_HOLD_START,type=micro_slouch,6.000
1760039882.006,SLOUCH_START,type=lateral_left,0.000
1760039882.456,SLOUCHED_HOLD_START,type=lateral_left,0.000
1760039888.138,RECOVERY_START,type=lateral_left,2.030
1760039889.266,UPRIGHT_HOLD_START,type=lateral_left,6.000
1760039898.033,SLOUCH_START,type=lateral_right,0.000
1760039898.483,SLOUCHED_HOLD_START,type=lateral_right,0.000
1760039904.050,RECOVERY_START,type=lateral_right,2.161
1760039904.943,UPRIGHT_HOLD_START,type=lateral_right,6.000
1760039957.404,SLOUCH_START,type=normal_slouch,0.000
1760039957.854,SLOUCHED_HOLD_START,type=normal_slouch,0.000
1760039963.394,RECOVERY_START,type=normal_slouch,2.458
1760039964.433,UPRIGHT_HOLD_START,type=normal_slouch,6.000
1760039971.420,SLOUCH_START,type=fast_slouch,0.000
1760039971.870,SLOUCHED_HOLD_START,type=fast_slouch,0.000
1760039977.564,RECOVERY_START,type=fast_slouch,2.479
1760039979.016,UPRIGHT_HOLD_START,type=fast_slouch,6.000
1760039987.147,SLOUCH_START,type=micro_slouch,0.000
1760039987.547,SLOUCHED_HOLD_START,type=micro_slouch,0.000
1760039992.951,RECOVERY_START,type=micro_slouch,2.174
1760039994.181,UPRIGHT_HOLD_START,type=micro_slouch,6.000
1760040002.571,SLOUCH_START,type=lateral_left,0.000
1760040003.021,SLOUCHED_HOLD_START,type=lateral_left,0.000
1760040008.704,RECOVERY_START,type=lateral_left,2.087
1760040009.402,UPRIGHT_HOLD_START,type=lateral_left,6.000
1760040016.613,SLOUCH_START,type=lateral_right,0.000
1760040017.063,SLOUCHED_HOLD_START,type=lateral_right,0.000
1760040022.695,RECOVERY_START,type=lateral_right,2.348
1760040023.170,UPRIGHT_HOLD_START,type=lateral_right,6.000
1760040077.001,SLOUCH_START,type=normal_slouch,0.000
1760040077.451,SLOUCHED_HOLD_START,type=normal_slouch,0.000
1760040083.149,RECOVERY_START,type=normal_slouch,2.099
1760040084.548,UPRIGHT_HOLD_START,type=normal_slouch,6.000
1760040093.708,SLOUCH_START,type=fast_slouch,2.250
1760040095.351,SLOUCHED_HOLD_START,type=fast_slouch,2.964
1760040098.813,RECOVERY_START,type=fast_slouch,2.114
1760040099.786,UPRIGHT_HOLD_START,type=fast_slouch,6.000
1760040108.329,SLOUCH_START,type=micro_slouch,0.000
1760040108.729,SLOUCHED_HOLD_START,type=micro_slouch,0.000
1760040114.054,RECOVERY_START,type=micro_slouch,2.109
1760040115.394,UPRIGHT_HOLD_START,type=micro_slouch,6.000
1760040121.573,SLOUCH_START,type=lateral_left,0.000
1760040122.023,SLOUCHED_HOLD_START,type=lateral_left,0.000
1760040127.668,RECOVERY_START,type=lateral_left,2.087
1760040128.473,UPRIGHT_HOLD_START,type=lateral_left,6.000
1760040138.172,SLOUCH_START,type=lateral_right,0.000
1760040138.622,SLOUCHED_HOLD_START,type=lateral_right,0.000
1760040144.179,RECOVERY_START,type=lateral_right,2.254
1760040144.852,UPRIGHT_HOLD_START,type=lateral_right,6.000
