t_beep,event,type,onset_event,onset_time,hold_event,hold_time
1762016266.837058,BEEP_SLOUCH,normal_slouch,SLOUCH_START,1762016266.787058,SLOUCHED_HOLD_START,1762016267.737058
1762016271.337058,BEEP_RECOVER,normal_slouch,RECOVERY_START,1762016271.287058,UPRIGHT_HOLD_START,1762016272.237058
1762016280.608058,BEEP_SLOUCH,fast_slouch,SLOUCH_START,1762016280.558058,SLOUCHED_HOLD_START,1762016281.508058
1762016285.108058,BEEP_RECOVER,fast_slouch,RECOVERY_START,1762016285.058058,UPRIGHT_HOLD_START,1762016286.008058
1762016296.108058,BEEP_SLOUCH,micro_slouch,SLOUCH_START,1762016296.058058,SLOUCHED_HOLD_START,1762016297.008058
1762016300.608058,BEEP_RECOVER,micro_slouch,RECOVERY_START,1762016300.558058,UPRIGHT_HOLD_START,1762016301.508058
1762016311.004058,BEEP_SLOUCH,lateral_left,NOSLOUCH_START,1762016310.954058,NOSLOUCHED_HOLD_START,1762016311.904058
1762016315.504058,BEEP_RECOVER,lateral_left,RECOVERY_START,1762016315.454058,UPRIGHT_HOLD_START,1762016316.404058
1762016327.031058,BEEP_SLOUCH,lateral_right,NOSLOUCH_START,1762016326.981058,NOSLOUCHED_HOLD_START,1762016327.931058
1762016331.531058,BEEP_RECOVER,lateral_right,RECOVERY_START,1762016331.481058,UPRIGHT_HOLD_START,1762016332.431058
1762016341.911058,BEEP_SLOUCH,neck_only,SLOUCH_START,1762016341.861058,SLOUCHED_HOLD_START,1762016342.811058
1762016346.411058,BEEP_RECOVER,neck_only,RECOVERY_START,1762016346.361058,UPRIGHT_HOLD_START,1762016347.311058
1762016357.342058,BEEP_SLOUCH,reach_left,NOSLOUCH_START,1762016357.292058,NOSLOUCHED_HOLD_START,1762016358.242058
1762016361.842058,BEEP_RECOVER,reach_left,RECOVERY_START,1762016361.792058,UPRIGHT_HOLD_START,1762016362.742058
1762016370.732058,BEEP_SLOUCH,reach_right,NOSLOUCH_START,1762016370.682058,NOSLOUCHED_HOLD_START,1762016371.632058
1762016375.232058,BEEP_RECOVER,reach_right,RECOVERY_START,1762016375.182058,UPRIGHT_HOLD_START,1762016376.132058
1762016386.402058,BEEP_SLOUCH,normal_slouch,SLOUCH_START,1762016386.352058,SLOUCHED_HOLD_START,1762016387.302058
1762016390.902058,BEEP_RECOVER,normal_slouch,RECOVERY_START,1762016390.852058,UPRIGHT_HOLD_START,1762016391.802058
1762016400.618058,BEEP_SLOUCH,fast_slouch,SLOUCH_START,1762016400.568058,SLOUCHED_HOLD_START,1762016401.518058
1762016405.118058,BEEP_RECOVER,fast_slouch,RECOVERY_START,1762016405.068058,UPRIGHT_HOLD_START,1762016406.018058
1762016415.995058,BEEP_SLOUCH,micro_slouch,SLOUCH_START,1762016415.945058,SLOUCHED_HOLD_START,1762016416.895058
1762016420.495058,BEEP_RECOVER,micro_slouch,RECOVERY_START,1762016420.445058,UPRIGHT_HOLD_START,1762016421.395058
1762016431.569058,BEEP_SLOUCH,lateral_left,NOSLOUCH_START,1762016431.519058,NOSLOUCHED_HOLD_START,1762016432.469058
1762016436.069058,BEEP_RECOVER,lateral_left,RECOVERY_START,1762016436.019058,UPRIGHT_HOLD_START,1762016436.969058
1762016445.611058,BEEP_SLOUCH,lateral_right,NOSLOUCH_START,1762016445.561058,NOSLOUCHED_HOLD_START,1762016446.511058
1762016450.111058,BEEP_RECOVER,lateral_right,RECOVERY_START,1762016450.061058,UPRIGHT_HOLD_START,1762016451.011058
1762016460.956058,BEEP_SLOUCH,neck_only,SLOUCH_START,1762016460.906058,SLOUCHED_HOLD_START,1762016461.856058
1762016465.456058,BEEP_RECOVER,neck_only,RECOVERY_START,1762016465.406058,UPRIGHT_HOLD_START,1762016466.356058
1762016476.858058,BEEP_SLOUCH,reach_left,NOSLOUCH_START,1762016476.808058,NOSLOUCHED_HOLD_START,1762016477.758058
1762016481.358058,BEEP_RECOVER,reach_left,RECOVERY_START,1762016481.308058,UPRIGHT_HOLD_START,1762016482.258058
1762016491.648058,BEEP_SLOUCH,reach_right,NOSLOUCH_START,1762016491.598058,NOSLOUCHED_HOLD_START,1762016492.548058
1762016496.148058,BEEP_RECOVER,reach_right,RECOVERY_START,1762016496.098058,UPRIGHT_HOLD_START,1762016497.048058
1762016505.999058,BEEP_SLOUCH,normal_slouch,SLOUCH_START,1762016505.949058,SLOUCHED_HOLD_START,1762016506.899058
1762016510.499058,BEEP_RECOVER,normal_slouch,RECOVERY_START,1762016510.449058,UPRIGHT_HOLD_START,1762016511.399058
1762016521.737058,BEEP_SLOUCH,fast_slouch,SLOUCH_START,1762016521.687058,SLOUCHED_HOLD_START,1762016522.637058
1762016526.237058,BEEP_RECOVER,fast_slouch,RECOVERY_START,1762016526.187058,UPRIGHT_HOLD_START,1762016527.137058
1762016537.177058,BEEP_SLOUCH,micro_slouch,SLOUCH_START,1762016537.127058,SLOUCHED_HOLD_START,1762016538.077058
1762016541.677058,BEEP_RECOVER,micro_slouch,RECOVERY_START,1762016541.627058,UPRIGHT_HOLD_START,1762016542.577058
1762016550.571058,BEEP_SLOUCH,lateral_left,NOSLOUCH_START,1762016550.521058,NOSLOUCHED_HOLD_START,1762016551.471058
1762016555.071058,BEEP_RECOVER,lateral_left,RECOVERY_START,1762016555.021058,UPRIGHT_HOLD_START,1762016555.971058
1762016567.170058,BEEP_SLOUCH,lateral_right,NOSLOUCH_START,1762016567.120058,NOSLOUCHED_HOLD_START,1762016568.070058
1762016571.670058,BEEP_RECOVER,lateral_right,RECOVERY_START,1762016571.620058,UPRIGHT_HOLD_START,1762016572.570058
1762016581.954058,BEEP_SLOUCH,neck_only,SLOUCH_START,1762016581.904058,SLOUCHED_HOLD_START,1762016582.854058
1762016586.454058,BEEP_RECOVER,neck_only,RECOVERY_START,1762016586.404058,UPRIGHT_HOLD_START,1762016587.354058
1762016596.239058,BEEP_SLOUCH,reach_left,NOSLOUCH_START,1762016596.189058,NOSLOUCHED_HOLD_START,1762016597.139058
1762016600.739058,BEEP_RECOVER,reach_left,RECOVERY_START,1762016600.689058,UPRIGHT_HOLD_START,1762016601.639058
1762016610.869058,BEEP_SLOUCH,reach_right,NOSLOUCH_START,1762016610.819058,NOSLOUCHED_HOLD_START,1762016611.769058
1762016615.369058,BEEP_RECOVER,reach_right,RECOVERY_START,1762016615.319058,UPRIGHT_HOLD_START,1762016616.269058
