t_beep,event,type,onset_event,onset_time,hold_event,hold_time
1760636563.482929,BEEP_SLOUCH,normal_slouch,SLOUCH_START,1760636563.432929,SLOUCHED_HOLD_START,1760636564.382929
1760636567.982929,BEEP_RECOVER,normal_slouch,RECOVERY_START,1760636567.932929,UPRIGHT_HOLD_START,1760636568.882929
1760636577.253929,BEEP_SLOUCH,fast_slouch,SLOUCH_START,1760636577.203929,SLOUCHED_HOLD_START,1760636578.153929
1760636581.753929,BEEP_RECOVER,fast_slouch,RECOVERY_START,1760636581.703929,UPRIGHT_HOLD_START,1760636582.653929
1760636592.753929,BEEP_SLOUCH,micro_slouch,SLOUCH_START,1760636592.703929,SLOUCHED_HOLD_START,1760636593.653929
1760636597.253929,BEEP_RECOVER,micro_slouch,RECOVERY_START,1760636597.203929,UPRIGHT_HOLD_START,1760636598.153929
1760636607.649929,BEEP_SLOUCH,lateral_left,NOSLOUCH_START,1760636607.599929,NOSLOUCHED_HOLD_START,1760636608.549929
1760636612.149929,BEEP_RECOVER,lateral_left,RECOVERY_START,1760636612.099929,UPRIGHT_HOLD_START,1760636613.049929
1760636623.676929,BEEP_SLOUCH,lateral_right,NOSLOUCH_START,1760636623.626929,NOSLOUCHED_HOLD_START,1760636624.576929
1760636628.176929,BEEP_RECOVER,lateral_right,RECOVERY_START,1760636628.126929,UPRIGHT_HOLD_START,1760636629.076929
1760636638.556929,BEEP_SLOUCH,neck_only,SLOUCH_START,1760636638.506929,SLOUCHED_HOLD_START,1760636639.456929
1760636643.056929,BEEP_RECOVER,neck_only,RECOVERY_START,1760636643.006929,UPRIGHT_HOLD_START,1760636643.956929
1760636653.987929,BEEP_SLOUCH,reach_left,NOSLOUCH_START,1760636653.937929,NOSLOUCHED_HOLD_START,1760636654.887929
1760636658.487929,BEEP_RECOVER,reach_left,RECOVERY_START,1760636658.437929,UPRIGHT_HOLD_START,1760636659.387929
1760636667.377929,BEEP_SLOUCH,reach_right,NOSLOUCH_START,1760636667.327929,NOSLOUCHED_HOLD_START,1760636668.277929
1760636671.877929,BEEP_RECOVER,reach_right,RECOVERY_START,1760636671.827929,UPRIGHT_HOLD_START,1760636672.777929
1760636683.047929,BEEP_SLOUCH,normal_slouch,SLOUCH_START,1760636682.997929,SLOUCHED_HOLD_START,1760636683.947929
1760636687.547929,BEEP_RECOVER,normal_slouch,RECOVERY_START,1760636687.497929,UPRIGHT_HOLD_START,1760636688.447929
1760636697.263929,BEEP_SLOUCH,fast_slouch,SLOUCH_START,1760636697.213929,SLOUCHED_HOLD_START,1760636698.163929
1760636701.763929,BEEP_RECOVER,fast_slouch,RECOVERY_START,1760636701.713929,UPRIGHT_HOLD_START,1760636702.663929
1760636712.640929,BEEP_SLOUCH,micro_slouch,SLOUCH_START,1760636712.590929,SLOUCHED_HOLD_START,1760636713.540929
1760636717.140929,BEEP_RECOVER,micro_slouch,RECOVERY_START,1760636717.090929,UPRIGHT_HOLD_START,1760636718.040929
1760636728.214929,BEEP_SLOUCH,lateral_left,NOSLOUCH_START,1760636728.164929,NOSLOUCHED_HOLD_START,1760636729.114929
1760636732.714929,BEEP_RECOVER,lateral_left,RECOVERY_START,1760636732.664929,UPRIGHT_HOLD_START,1760636733.614929
1760636742.256929,BEEP_SLOUCH,lateral_right,NOSLOUCH_START,1760636742.206929,NOSLOUCHED_HOLD_START,1760636743.156929
1760636746.756929,BEEP_RECOVER,lateral_right,RECOVERY_START,1760636746.706929,UPRIGHT_HOLD_START,1760636747.656929
1760636757.601929,BEEP_SLOUCH,neck_only,SLOUCH_START,1760636757.551929,SLOUCHED_HOLD_START,1760636758.501929
1760636762.101929,BEEP_RECOVER,neck_only,RECOVERY_START,1760636762.051929,UPRIGHT_HOLD_START,1760636763.001929
1760636773.503929,BEEP_SLOUCH,reach_left,NOSLOUCH_START,1760636773.453929,NOSLOUCHED_HOLD_START,1760636774.403929
1760636778.003929,BEEP_RECOVER,reach_left,RECOVERY_START,1760636777.953929,UPRIGHT_HOLD_START,1760636778.903929
1760636788.293929,BEEP_SLOUCH,reach_right,NOSLOUCH_START,1760636788.243929,NOSLOUCHED_HOLD_START,1760636789.193929
1760636792.793929,BEEP_RECOVER,reach_right,RECOVERY_START,1760636792.743929,UPRIGHT_HOLD_START,1760636793.693929
1760636802.644929,BEEP_SLOUCH,normal_slouch,SLOUCH_START,1760636802.594929,SLOUCHED_HOLD_START,1760636803.544929
1760636807.144929,BEEP_RECOVER,normal_slouch,RECOVERY_START,1760636807.094929,UPRIGHT_HOLD_START,1760636808.044929
1760636818.382929,BEEP_SLOUCH,fast_slouch,SLOUCH_START,1760636818.332929,SLOUCHED_HOLD_START,1760636819.282929
1760636822.882929,BEEP_RECOVER,fast_slouch,RECOVERY_START,1760636822.832929,UPRIGHT_HOLD_START,1760636823.782929
