t_beep,event,type,onset_event,onset_time,hold_event,hold_time
1760174622.549619,BEEP_SLOUCH,normal_slouch,SLOUCH_START,1760174622.499619,SLOUCHED_HOLD_START,1760174623.449619
1760174627.049619,BEEP_RECOVER,normal_slouch,RECOVERY_START,1760174626.999619,UPRIGHT_HOLD_START,1760174627.949619
1760174636.320619,BEEP_SLOUCH,fast_slouch,SLOUCH_START,1760174636.270619,SLOUCHED_HOLD_START,1760174637.220619
1760174640.820619,BEEP_RECOVER,fast_slouch,RECOVERY_START,1760174640.770619,UPRIGHT_HOLD_START,1760174641.720619
1760174651.820619,BEEP_SLOUCH,micro_slouch,SLOUCH_START,1760174651.770619,SLOUCHED_HOLD_START,1760174652.720619
1760174656.320619,BEEP_RECOVER,micro_slouch,RECOVERY_START,1760174656.270619,UPRIGHT_HOLD_START,1760174657.220619
1760174666.716619,BEEP_SLOUCH,lateral_left,NOSLOUCH_START,1760174666.666619,NOSLOUCHED_HOLD_START,1760174667.616619
1760174671.216619,BEEP_RECOVER,lateral_left,RECOVERY_START,1760174671.166619,UPRIGHT_HOLD_START,1760174672.116619
1760174682.743619,BEEP_SLOUCH,lateral_right,NOSLOUCH_START,1760174682.693619,NOSLOUCHED_HOLD_START,1760174683.643619
1760174687.243619,BEEP_RECOVER,lateral_right,RECOVERY_START,1760174687.193619,UPRIGHT_HOLD_START,1760174688.143619
1760174697.623619,BEEP_SLOUCH,neck_only,SLOUCH_START,1760174697.573619,SLOUCHED_HOLD_START,1760174698.523619
1760174702.123619,BEEP_RECOVER,neck_only,RECOVERY_START,1760174702.073619,UPRIGHT_HOLD_START,1760174703.023619
1760174713.054619,BEEP_SLOUCH,reach_left,NOSLOUCH_START,1760174713.004619,NOSLOUCHED_HOLD_START,1760174713.954619
1760174717.554619,BEEP_RECOVER,reach_left,RECOVERY_START,1760174717.504619,UPRIGHT_HOLD_START,1760174718.454619
1760174726.444619,BEEP_SLOUCH,reach_right,NOSLOUCH_START,1760174726.394619,NOSLOUCHED_HOLD_START,1760174727.344619
1760174730.944619,BEEP_RECOVER,reach_right,RECOVERY_START,1760174730.894619,UPRIGHT_HOLD_START,1760174731.844619
1760174742.114619,BEEP_SLOUCH,normal_slouch,SLOUCH_START,1760174742.064619,SLOUCHED_HOLD_START,1760174743.014619
1760174746.614619,BEEP_RECOVER,normal_slouch,RECOVERY_START,1760174746.564619,UPRIGHT_HOLD_START,1760174747.514619
1760174756.330619,BEEP_SLOUCH,fast_slouch,SLOUCH_START,1760174756.280619,SLOUCHED_HOLD_START,1760174757.230619
1760174760.830619,BEEP_RECOVER,fast_slouch,RECOVERY_START,1760174760.780619,UPRIGHT_HOLD_START,1760174761.730619
1760174771.707619,BEEP_SLOUCH,micro_slouch,SLOUCH_START,1760174771.657619,SLOUCHED_HOLD_START,1760174772.607619
