t_beep,event,type,onset_event,onset_time,hold_event,hold_time
1759863957.342534,BEEP_SLOUCH,normal_slouch,SLOUCH_START,1759863957.292534,SLOUCHED_HOLD_START,1759863958.242534
1759863961.842534,BEEP_RECOVER,normal_slouch,RECOVERY_START,1759863961.792534,UPRIGHT_HOLD_START,1759863962.742534
1759863971.113534,BEEP_SLOUCH,fast_slouch,SLOUCH_START,1759863971.063534,SLOUCHED_HOLD_START,1759863972.013534
1759863975.613534,BEEP_RECOVER,fast_slouch,RECOVERY_START,1759863975.563534,UPRIGHT_HOLD_START,1759863976.513534
1759863986.613534,BEEP_SLOUCH,micro_slouch,SLOUCH_START,1759863986.563534,SLOUCHED_HOLD_START,1759863987.513534
1759863991.113534,BEEP_RECOVER,micro_slouch,RECOVERY_START,1759863991.063534,UPRIGHT_HOLD_START,1759863992.013534
1759864001.509534,BEEP_SLOUCH,lateral_left,NOSLOUCH_START,1759864001.459534,NOSLOUCHED_HOLD_START,1759864002.409534
1759864006.009534,BEEP_RECOVER,lateral_left,RECOVERY_START,1759864005.959534,UPRIGHT_HOLD_START,1759864006.909534
1759864017.536534,BEEP_SLOUCH,lateral_right,NOSLOUCH_START,1759864017.486534,NOSLOUCHED_HOLD_START,1759864018.436534
1759864022.036534,BEEP_RECOVER,lateral_right,RECOVERY_START,1759864021.986534,UPRIGHT_HOLD_START,1759864022.936534
1759864032.416534,BEEP_SLOUCH,neck_only,SLOUCH_START,1759864032.366534,SLOUCHED_HOLD_START,1759864033.316534
1759864036.916534,BEEP_RECOVER,neck_only,RECOVERY_START,1759864036.866534,UPRIGHT_HOLD_START,1759864037.816534
1759864047.847534,BEEP_SLOUCH,reach_left,NOSLOUCH_START,1759864047.797534,NOSLOUCHED_HOLD_START,1759864048.747534
1759864052.347534,BEEP_RECOVER,reach_left,RECOVERY_START,1759864052.297534,UPRIGHT_HOLD_START,1759864053.247534
1759864061.237534,BEEP_SLOUCH,reach_right,NOSLOUCH_START,1759864061.187534,NOSLOUCHED_HOLD_START,1759864062.137534
1759864065.737534,BEEP_RECOVER,reach_right,RECOVERY_START,1759864065.687534,UPRIGHT_HOLD_START,1759864066.637534
1759864076.907534,BEEP_SLOUCH,normal_slouch,SLOUCH_START,1759864076.857534,SLOUCHED_HOLD_START,1759864077.807534
1759864081.407534,BEEP_RECOVER,normal_slouch,RECOVERY_START,1759864081.357534,UPRIGHT_HOLD_START,1759864082.307534
1759864091.123534,BEEP_SLOUCH,fast_slouch,SLOUCH_START,1759864091.073534,SLOUCHED_HOLD_START,1759864092.023534
1759864095.623534,BEEP_RECOVER,fast_slouch,RECOVERY_START,1759864095.573534,UPRIGHT_HOLD_START,1759864096.523534
1759864106.500534,BEEP_SLOUCH,micro_slouch,SLOUCH_START,1759864106.450534,SLOUCHED_HOLD_START,1759864107.400534
1759864111.000534,BEEP_RECOVER,micro_slouch,RECOVERY_START,1759864110.950534,UPRIGHT_HOLD_START,1759864111.900534
1759864122.074534,BEEP_SLOUCH,lateral_left,NOSLOUCH_START,1759864122.024534,NOSLOUCHED_HOLD_START,1759864122.974534
1759864126.574534,BEEP_RECOVER,lateral_left,RECOVERY_START,1759864126.524534,UPRIGHT_HOLD_START,1759864127.474534
1759864136.116534,BEEP_SLOUCH,lateral_right,NOSLOUCH_START,1759864136.066534,NOSLOUCHED_HOLD_START,1759864137.016534
1759864140.616534,BEEP_RECOVER,lateral_right,RECOVERY_START,1759864140.566534,UPRIGHT_HOLD_START,1759864141.516534
1759864151.461534,BEEP_SLOUCH,neck_only,SLOUCH_START,1759864151.411534,SLOUCHED_HOLD_START,1759864152.361534
1759864155.961534,BEEP_RECOVER,neck_only,RECOVERY_START,1759864155.911534,UPRIGHT_HOLD_START,1759864156.861534
1759864167.363534,BEEP_SLOUCH,reach_left,NOSLOUCH_START,1759864167.313534,NOSLOUCHED_HOLD_START,1759864168.263534
1759864171.863534,BEEP_RECOVER,reach_left,RECOVERY_START,1759864171.813534,UPRIGHT_HOLD_START,1759864172.763534
1759864182.153534,BEEP_SLOUCH,reach_right,NOSLOUCH_START,1759864182.103534,NOSLOUCHED_HOLD_START,1759864183.053534
1759864186.653534,BEEP_RECOVER,reach_right,RECOVERY_START,1759864186.603534,UPRIGHT_HOLD_START,1759864187.553534
1759864196.504534,BEEP_SLOUCH,normal_slouch,SLOUCH_START,1759864196.454534,SLOUCHED_HOLD_START,1759864197.404534
1759864201.004534,BEEP_RECOVER,normal_slouch,RECOVERY_START,1759864200.954534,UPRIGHT_HOLD_START,1759864201.904534
1759864212.242534,BEEP_SLOUCH,fast_slouch,SLOUCH_START,1759864212.192534,SLOUCHED_HOLD_START,1759864213.142534
1759864216.742534,BEEP_RECOVER,fast_slouch,RECOVERY_START,1759864216.692534,UPRIGHT_HOLD_START,1759864217.642534
1759864227.682534,BEEP_SLOUCH,micro_slouch,SLOUCH_START,1759864227.632534,SLOUCHED_HOLD_START,1759864228.582534
1759864232.182534,BEEP_RECOVER,micro_slouch,RECOVERY_START,1759864232.132534,UPRIGHT_HOLD_START,1759864233.082534
1759864241.076534,BEEP_SLOUCH,lateral_left,NOSLOUCH_START,1759864241.026534,NOSLOUCHED_HOLD_START,1759864241.976534
1759864245.576534,BEEP_RECOVER,lateral_left,RECOVERY_START,1759864245.526534,UPRIGHT_HOLD_START,1759864246.476534
1759864257.675534,BEEP_SLOUCH,lateral_right,NOSLOUCH_START,1759864257.625534,NOSLOUCHED_HOLD_START,1759864258.575534
